133	ELDORADO	ELDORADO HS	2	0	2	0	0	0	0	0	2	0	2	34.4747	-99.6522
134	ELGIN	ELGIN HS	57	40	4	7	2	2	0	2	28	29	0	34.7797	-98.2875
135	ELK CITY	ELK CITY HS	65	46	13	2	2	0	0	2	29	36	0	35.4207	-99.4357
136	ELMORE CITY-PERNELL	SENIOR HS	4	4	0	0	0	0	0	0	2	2	0	34.6239	-97.3938
137	EMPIRE	EMPIRE HS	0	0	0	0	0	0	0	0	0	0	0	34.4639	-98.0002
138	ENID	ENID HS	190	124	31	10	10	4	7	4	83	107	0	36.3883	-97.8859
139	ERICK	ERICK HS	19	19	0	0	0	0	0	0	8	11	0	35.2115	-99.8653
140	EUFAULA	EUFAULA HS	24	13	4	7	0	0	0	0	12	12	0	35.2871	-95.5902
141	FAIRLAND	FAIRLAND HS	17	10	0	7	0	0	0	0	10	7	0	36.7518	-94.852
142	FAIRVIEW	FAIRVIEW HS	21	19	0	0	0	2	0	0	13	8	0	36.2716	-98.4756
143	FARGO	FARGO HS	16	10	4	2	0	0	0	0	4	12	0	36.3714	-99.6238
144	FELT	FELT HS	6	4	2	0	0	0	0	0	2	4	0	36.5616	-102.794
145	FLETCHER	FLETCHER HS	23	13	2	4	0	0	0	4	9	14	0	34.8226	-98.2394
146	FORGAN	FORGAN HS	0	0	0	0	0	0	0	0	0	0	0	36.9072	-100.5413
147	FORT COBB-BROXTON	FORT COBB-BROXTON HS	13	4	0	7	0	0	0	2	4	9	0	35.0989	-98.4417
148	FORT GIBSON	FORT GIBSON HS	49	28	0	19	2	0	0	0	27	22	0	35.7937	-95.2405
149	FORT SUPPLY	FORT SUPPLY HS	7	7	0	0	0	0	0	0	5	2	0	36.5723	-99.5699
150	FORT TOWSON	FORT TOWSON HS	25	16	2	7	0	0	0	0	7	18	0	34.0184	-95.2629
151	FOX	FOX HS	20	16	0	2	2	0	0	0	7	13	0	34.3622	-97.4906
152	FOYIL	FOYIL HS	6	4	0	2	0	0	0	0	2	4	0	36.4349	-95.5218
153	FREDERICK	FREDERICK HS	48	28	16	0	4	0	0	0	18	30	2	34.3929	-99.0102
154	FREEDOM	FREEDOM HS	0	0	0	0	0	0	0	0	0	0	0	36.7702	-99.1124
155	FRONTIER	FRONTIER HS	0	0	0	0	0	0	0	0	0	0	0	36.4617	-97.1587
156	GAGE	GAGE HS	7	7	0	0	0	0	0	0	5	2	0	36.3162	-99.7561
157	GANS	GANS HS	19	10	2	7	0	0	0	0	13	6	0	35.3899	-94.6897
158	GARBER	GARBER HS	0	0	0	0	0	0	0	0	0	0	0	36.433	-97.5836
159	GEARY	GEARY HS	6	2	0	4	0	0	0	0	2	4	0	35.6286	-98.3187
160	GERONIMO	GERONIMO HS	28	13	2	7	4	0	0	2	17	11	0	34.4843	-98.3865
161	GLENCOE	GLENCOE HS	17	10	0	7	0	0	0	0	7	10	0	36.2309	-96.9253
162	GLENPOOL	GLENPOOL HS	48	28	0	4	4	2	0	10	23	25	2	35.9541	-96.0024
163	GOODWELL	GOODWELL HS	0	0	0	0	0	0	0	0	0	0	0	36.5962	-101.6317
164	GORE	GORE HS	17	4	0	13	0	0	0	0	4	13	0	35.542	-95.1247
165	GRACEMONT	GRACEMONT HS	0	0	0	0	0	0	0	0	0	0	0	35.1888	-98.2564
166	GRAHAM-DUSTIN	GRAHAM HS	0	0	0	0	0	0	0	0	0	0	0	35.337	-96.0574
167	GRANDFIELD	GRANDFIELD HS	8	2	2	0	0	0	0	4	2	6	0	34.2293	-98.6924
168	GRANITE	GRANITE HS	0	0	0	0	0	0	0	0	0	0	0	34.9641	-99.3875
169	GROVE	GROVE HS	96	61	4	25	4	2	0	0	49	47	0	36.5983	-94.7475
170	GUTHRIE	GUTHRIE HS	145	106	7	10	16	2	0	4	66	79	2	35.8934	-97.4215
171	GUYMON	GUYMON HS	25	19	4	2	0	0	0	0	10	15	0	36.6995	-101.4882
172	HAILEYVILLE	HAILEYVILLE HS	0	0	0	0	0	0	0	0	0	0	0	34.8519	-95.5788
173	HAMMON	HAMMON HS	4	2	0	2	0	0	0	0	2	2	0	35.6291	-99.3817
174	HANNA	HANNA HS	18	7	0	7	2	2	0	0	7	11	0	35.2048	-95.8883
175	HARDESTY	HARDESTY HS	0	0	0	0	0	0	0	0	0	0	0	36.6142	-101.1949
176	HARDING (CHARTER)	HARDING CHARTER PREPARATORY HS	117	52	25	2	25	7	2	4	71	46	4	35.5035	-97.5256
177	HARDING FINE ARTS (CHARTER)	HARDING FINE ARTS ACADEMY	48	31	5	2	8	2	0	0	2	46	2	35.5035	-97.5256
178	HARRAH	HARRAH HS	85	67	7	7	0	2	0	2	41	44	0	35.4869	-97.1704
179	HARTSHORNE	HARTSHORNE HS	20	13	0	7	0	0	0	0	10	10	0	34.8423	-95.5685
180	HASKELL	HASKELL HS	11	5	0	4	2	0	0	0	7	4	0	35.8258	-95.6851
181	HAWORTH	HAWORTH HS	14	4	2	4	4	0	0	0	8	6	0	33.8479	-94.6526
182	HEALDTON	HEALDTON HS	13	7	2	0	0	0	0	4	4	9	0	34.2306	-97.4883
183	HEAVENER	HEAVENER HS	9	2	0	7	0	0	0	0	4	5	0	34.8869	-94.5971
184	HENNESSEY	HENNESSEY HS	46	28	16	2	0	0	0	0	21	25	2	36.1099	-97.8911
185	HENRYETTA	HENRYETTA HS	42	25	2	13	0	2	0	0	27	15	0	35.4451	-96.0063
186	HILLDALE	HILLDALE HS	62	25	0	28	2	7	0	0	21	41	16	35.6975	-95.3693
187	HINTON	HINTON HS	27	13	10	4	0	0	0	0	15	12	0	35.4745	-98.3558
188	HOBART	HOBART HS	25	13	4	2	4	0	0	2	11	14	0	35.0328	-99.091
189	HOLDENVILLE	HOLDENVILLE HS	33	13	2	16	2	0	0	0	12	21	0	35.0856	-96.3836
190	HOLLIS	HOLLIS HS	18	10	4	0	4	0	0	0	9	9	0	34.6856	-99.9181
191	HOMINY	HOMINY HS	17	7	0	10	0	0	0	0	7	10	0	36.4199	-96.3894
